180	0
-0.32069	0
-0.32069	999199
-0.32069	2001399
-0.32069	2999079
-0.32069	3997839
-0.32069	4997760
-0.32069	6007559
-0.32069	7006280
-0.32069	8007679
-0.32069	9006399
-0.32069	10013639
-0.320664	11013319
-0.320664	12013439
-0.320614	13018399
-0.320614	14002279
-0.320235	15008519
-0.320235	16011919
-0.31915	17002559
-0.316953	18004999
-0.315312	19028679
-0.313242	20013039
-0.313242	21012479
-0.303952	22013079
-0.303952	23012359
-0.294687	24013120
-0.288982	25012159
-0.282494	26014919
-0.275173	27013479
-0.266969	28011519
-0.25783	29007759
-0.25783	30014039
-0.236549	31013879
-0.224305	32013839
-0.210925	33016479
-0.196359	34006359
-0.180556	35004759
-0.163466	36009439
-0.145038	37018159
-0.125221	38018599
-0.103966	39019719
-0.103966	40008399
-0.0569369	41018640
-0.0310625	42018439
-0.00354742	43019399
0.0256587	44021039
0.0566062	45019439
0.0893456	46019000
0.0893456	47019319
0.160402	48022559
0.19882	49018239
0.239231	50019079
0.281686	51013879
0.326235	52027599
0.421818	54027639
0.472953	55040759
0.526383	56043999
0.526383	57041600
0.640332	58041079
0.700952	59042919
0.829682	60027839
0.829682	61040639
0.897741	62041080
0.968196	63027960
1.041	64041519
1.041	65041039
1.19342	66040519
1.27295	67043320
1.27295	68042879
1.43838	69053520
1.52418	70035400
1.61197	71026439
1.7017	72026799
1.79331	73025840
1.88676	74026199
1.982	75025479
1.982	76021839
2.17762	77026239
2.27791	78026440
2.37977	79014679
2.48317	80019039
2.69435	82032519
2.80203	83027640
2.91103	84028319
3.02131	85027759
3.13281	86027799
3.13281	87028119
3.35928	88029439
3.47414	89027519
3.70687	90029960
3.70687	91027799
3.82464	92029199
3.94326	93027999
4.0627	94027559
4.1829	95028119
4.1829	96028879
4.42538	97028239
4.54756	98027799
4.67029	99027799
4.79352	100032480
4.91721	101028399
5.0413	102028279
5.16573	103031959
5.29047	104037439
5.29047	105054559
5.54062	106054680
5.66593	107054519
5.79134	108054639
5.91679	109024799
6.0422	110054119
6.16757	111053880
6.2929	112053679
6.41819	113053839
6.54343	115052959
6.7938	116057920
6.91891	117057559
7.04398	118058119
7.169	119029519
7.41889	120024239
7.41889	121036039
7.54375	122037480
7.66857	123033599
7.66857	124017359
7.91804	125031080
7.91804	126018039
8.16728	127031119
8.29182	128031759
8.4163	129047880
8.54071	130033639
8.66507	131016159
8.78936	132013359
8.91359	133012039
8.91359	134012519
9.16185	135012159
9.40985	136004239
9.40985	137005559
9.53375	138005479
9.65758	139054159
9.78134	140004799
9.90503	141004519
10.2757	143015439
10.2757	144015999
10.3991	145015799
10.5224	146016599
10.5224	147016079
10.7688	148018880
10.8919	149008839
11.1379	150024760
11.1379	151025439
11.2607	152025039
11.3835	153025559
11.5062	154011799
11.6289	155020799
11.8739	156016159
11.8739	157011079
11.9962	158031959
11.9962	159007839
12.2408	160031279
12.3629	161030999
12.485	162031239
12.6069	163030879
12.7288	164031839
12.9724	165031879
12.9724	166031879
13.094	167032000
13.2155	168032239
13.2155	169032679
13.4584	170016759
13.5797	171012959
13.5797	172024239
13.822	173024199
13.9431	174032039
14.064	175033039
14.064	176040799
14.3057	177015879
14.3057	178040359
14.547	179033279
14.788	180043119
14.788	181029239
14.9083	182027479
14.9083	183019679
15.1488	185025080
15.3889	186042439
15.5088	187042079
15.5088	188046399
15.7484	189046759
15.8681	190045799
15.8681	191046080
16.1071	192023439
16.2265	193014680
16.3458	194030199
16.4651	195030239
16.5842	196030199
16.7033	197030280
16.8223	198030559
16.8223	199030079
17.0599	200017879
17.1787	201024359
17.2973	202013039
17.4158	203064719
17.5343	204071719
17.6527	205035479
17.7709	206035439
17.8891	207035199
18.0073	208023799
18.0073	209035559
18.2432	210035039
18.4789	211035039
18.4789	212022679
18.5965	213035559
18.7141	214034799
18.8317	215035359
18.9491	216035239
19.0664	217034999
19.0664	218037599
19.3009	220035079
19.535	221034759
19.6519	222013039
19.7687	223035119
19.8855	224034359
20.0021	225013319
20.1187	226044320
20.3516	227044159
20.3516	228041479
20.4679	229019079
20.4679	230024959
20.5842	231030799
20.8164	232029560
20.9324	233019879
21.0483	234027359
21.1641	235024639
21.2798	236025399
21.3955	237041079
21.5111	238041519
21.6265	239041279
21.7419	240043479
21.7419	241043160
21.9725	242043439
22.0876	243029199
22.2027	244034440
22.3177	245027399
22.4326	246026399
22.5474	247025600
22.6621	248027399
22.7768	249015719
22.7768	250014959
23.1202	252030599
23.1202	253026119
23.3487	254026639
23.4629	255026799
23.5769	256031159
23.6909	257030359
23.8048	258029519
23.9186	259029759
24.0323	260032279
24.146	261030519
24.2595	262029599
24.373	263029679
24.373	264031400
24.5997	265029879
24.7129	266031919
24.8261	267030239
24.9392	268032759
25.0521	269030840
25.165	270035919
25.2779	271039840
25.2779	272034519
25.5033	273030839
25.5033	274035280
25.7283	275038079
25.8407	276032759
25.953	277032759
26.0653	278032159
26.1774	279032080
26.2895	280028199
26.4015	281027719
26.5134	282027599
26.5134	283014799
26.737	284033320
26.737	285032679
27.0718	286049279
27.0718	287047039
27.2946	289032040
27.4058	290033839
27.517	291045999
27.7391	292057159
27.7391	293057719
27.8501	294056879
27.9609	295056000
27.9609	296055559
28.1824	297055199
28.1824	298055119
28.4035	299057239
28.514	300036759
28.7347	301023919
28.7347	302036799
28.8449	303054519
28.955	304036999
29.0651	305055200
29.0651	306056879
29.3947	308054759
29.5045	309053519
29.6141	310053680
29.7237	311054039
29.8332	312052519
29.9426	313052879
30.0519	314027760
30.1612	315057799
30.1612	316057639
30.3794	317061120
30.4885	318057039
30.5974	319056599
30.7062	320057079
30.815	321060319
30.9237	322056559
31.0323	323057399
31.1409	325030239
31.2493	326040079
31.466	327029879
31.5742	328025799
31.6824	329040319
31.7904	330025679
31.8984	331035720
32.0063	332036799
32.1141	333028239
32.1141	334011319
32.3296	335004439
32.4371	336015279
32.5447	337015599
32.6521	338013239
32.7594	339013319
32.8667	340013600
32.9739	341019839
33.081	342020840
33.1881	343021719
33.1881	344021919
33.4019	345019119
33.5087	346026919
33.6155	347025719
33.7221	348028879
33.8287	349029360
33.9352	350017239
34.0416	351029239
34.148	352028799
34.148	353028479
34.3604	354029559
34.4665	355008600
34.5726	356029119
34.6785	357028879
34.8902	359029079
34.9959	360036479
35.1016	361035600
