180.321	0
180.321	999199
180.321	2001399
180.321	2999079
180.321	3997839
180.321	4997760
180.321	6007559
180.321	7006280
180.321	8007679
180.321	9006399
180.321	10013639
180.321	11013319
180.321	12013439
180.321	13018399
180.321	14002279
180.32	15008519
180.32	16011919
180.319	17002559
180.317	18004999
180.315	19028679
180.313	20013039
180.313	21012479
180.304	22013079
180.304	23012359
180.295	24013120
180.289	25012159
180.283	26014919
180.275	27013479
180.267	28011519
180.258	29007759
180.258	30014039
180.237	31013879
180.224	32013839
180.211	33016479
180.196	34006359
180.181	35004759
180.163	36009439
180.145	37018159
180.125	38018599
180.104	39019719
180.104	40008399
180.057	41018640
180.031	42018439
180.004	43019399
179.974	44021039
179.943	45019439
179.911	46019000
179.911	47019319
179.84	48022559
179.801	49018239
179.761	50019079
179.718	51013879
179.674	52027599
179.578	54027639
179.527	55040759
179.474	56043999
179.474	57041600
179.36	58041079
179.299	59042919
179.17	60027839
179.17	61040639
179.102	62041080
179.032	63027960
178.959	64041519
178.959	65041039
178.807	66040519
178.727	67043320
178.727	68042879
178.562	69053520
178.476	70035400
178.388	71026439
178.298	72026799
178.207	73025840
178.113	74026199
178.018	75025479
178.018	76021839
177.822	77026239
177.722	78026440
177.62	79014679
177.517	80019039
177.306	82032519
177.198	83027640
177.089	84028319
176.979	85027759
176.867	86027799
176.867	87028119
176.641	88029439
176.526	89027519
176.293	90029960
176.293	91027799
176.175	92029199
176.057	93027999
175.937	94027559
175.817	95028119
175.817	96028879
175.575	97028239
175.452	98027799
175.33	99027799
175.206	100032480
175.083	101028399
174.959	102028279
174.834	103031959
174.71	104037439
174.71	105054559
174.459	106054680
174.334	107054519
174.209	108054639
174.083	109024799
173.958	110054119
173.832	111053880
173.707	112053679
173.582	113053839
173.457	115052959
173.206	116057920
173.081	117057559
172.956	118058119
172.831	119029519
172.581	120024239
172.581	121036039
172.456	122037480
172.331	123033599
172.331	124017359
172.082	125031080
172.082	126018039
171.833	127031119
171.708	128031759
171.584	129047880
171.459	130033639
171.335	131016159
171.211	132013359
171.086	133012039
171.086	134012519
170.838	135012159
170.59	136004239
170.59	137005559
170.466	138005479
170.342	139054159
170.219	140004799
170.095	141004519
169.724	143015439
169.724	144015999
169.601	145015799
169.478	146016599
169.478	147016079
169.231	148018880
169.108	149008839
168.862	150024760
168.862	151025439
168.739	152025039
168.616	153025559
168.494	154011799
168.371	155020799
168.126	156016159
168.126	157011079
168.004	158031959
168.004	159007839
167.759	160031279
167.637	161030999
167.515	162031239
167.393	163030879
167.271	164031839
167.028	165031879
167.028	166031879
166.906	167032000
166.784	168032239
166.784	169032679
166.542	170016759
166.42	171012959
166.42	172024239
166.178	173024199
166.057	174032039
165.936	175033039
165.936	176040799
165.694	177015879
165.694	178040359
165.453	179033279
165.212	180043119
165.212	181029239
165.092	182027479
165.092	183019679
164.851	185025080
164.611	186042439
164.491	187042079
164.491	188046399
164.252	189046759
164.132	190045799
164.132	191046080
163.893	192023439
163.773	193014680
163.654	194030199
163.535	195030239
163.416	196030199
163.297	197030280
163.178	198030559
163.178	199030079
162.94	200017879
162.821	201024359
162.703	202013039
162.584	203064719
162.466	204071719
162.347	205035479
162.229	206035439
162.111	207035199
161.993	208023799
161.993	209035559
161.757	210035039
161.521	211035039
161.521	212022679
161.403	213035559
